date,country,confirmed_cases,active_cases,total_deaths,total_recoveries,new_cases,new_deaths,vaccination_rate
2021-01-02,Brazil,109623,16515,1320,91788,57192,587,0.24296944505795964
2021-01-03,Brazil,161843,25603,1907,134333,52220,587,0.40287946627588445
2021-01-04,Brazil,215407,31477,3092,180838,53564,1185,0.4650518430563203
2021-01-05,Brazil,276548,39750,4843,231955,61141,1751,0.5450941457364642
2021-01-06,Brazil,338464,45444,6225,286795,61916,1382,0.7057817547395681
2021-01-07,Brazil,395110,48413,7211,339486,56646,986,0.843449091203182
2021-01-08,Brazil,456661,61464,8489,386708,61551,1278,0.9487164291906689
2021-01-09,Brazil,520432,71711,10130,438591,63771,1641,1.0932535121090927
2021-01-10,Brazil,587171,78965,11128,497078,66739,998,1.2073937121645932
2021-01-11,Brazil,661135,97847,13252,550036,73964,2124,1.3811051977666444
2021-01-12,Brazil,722161,108416,14219,599526,61026,967,1.4343921970828957
2021-01-13,Brazil,787992,119351,14951,653690,65831,732,1.6234587914116598
2021-01-14,Brazil,844929,124862,15640,704427,56937,689,1.7349094494180588
2021-01-15,Brazil,905999,139929,16445,749625,61070,805,1.7954832412645305
2021-01-16,Brazil,978218,148613,17435,812170,72219,990,1.9777368330410567
2021-01-17,Brazil,1050008,164084,18311,867613,71790,876,2.074207864339427
2021-01-18,Brazil,1124551,175732,19429,929390,74543,1118,2.204540936571378
2021-01-19,Brazil,1188246,180580,21121,986545,63695,1692,2.3007103113234897
2021-01-20,Brazil,1252812,182745,22946,1047121,64566,1825,2.399721692627996
2021-01-21,Brazil,1325127,186513,25030,1113584,72315,2084,2.4651068870155344
2021-01-22,Brazil,1386603,195355,26127,1165121,61476,1097,2.5905767578982655
2021-01-23,Brazil,1461677,200384,27894,1233399,75074,1767,2.7693913998006865
2021-01-24,Brazil,1533988,212333,29699,1291956,72311,1805,2.910973413053
2021-01-25,Brazil,1610853,221014,30743,1359096,76865,1044,2.9954131371660955
2021-01-26,Brazil,1681312,238371,31613,1411328,70459,870,3.045711957448956
2021-01-27,Brazil,1761851,257650,33247,1470954,80539,1634,3.1082451080755593
2021-01-28,Brazil,1842646,277703,34085,1530858,80795,838,3.2918734383230315
2021-01-29,Brazil,1915818,294702,34970,1586146,73172,885,3.4197571239400624
2021-01-30,Brazil,1986735,310057,36541,1640137,70917,1571,3.47841694782383
2021-01-31,Brazil,2057519,313289,37559,1706671,70784,1018,3.6208620207126883
2021-02-01,Brazil,2132803,326458,39150,1767195,75284,1591,3.73520367072721
2021-02-02,Brazil,2220671,346935,41262,1832474,87868,2112,3.860220583538704
2021-02-03,Brazil,2301510,352120,42736,1906654,80839,1474,4.004933421721461
2021-02-04,Brazil,2375678,370558,44376,1960744,74168,1640,4.105514408056323
2021-02-05,Brazil,2455662,379687,45404,2030571,79984,1028,4.186452225131746
2021-02-06,Brazil,2539797,393062,46589,2100146,84135,1185,4.29934297430665
2021-02-07,Brazil,2618723,400281,47406,2171036,78926,817,4.35969986025384
2021-02-08,Brazil,2712151,410118,49514,2252519,93428,2108,4.447690717782247
2021-02-09,Brazil,2787111,418285,50278,2318548,74960,764,4.578039207684384
2021-02-10,Brazil,2869654,430821,52495,2386338,82543,2217,4.678083467059913
2021-02-11,Brazil,2952414,444175,54632,2453607,82760,2137,4.755599796520428
2021-02-12,Brazil,3029328,450434,55997,2522897,76914,1365,4.940865900802363
2021-02-13,Brazil,3109993,472149,57131,2580713,80665,1134,5.122468468772289
2021-02-14,Brazil,3195254,493806,59634,2641814,85261,2503,5.269716169890104
2021-02-15,Brazil,3265042,507391,60435,2697216,69788,801,5.44028835166912
2021-02-16,Brazil,3336654,521569,61466,2753619,71612,1031,5.546168342733053
2021-02-17,Brazil,3420687,538060,62421,2820206,84033,955,5.665804120693937
2021-02-18,Brazil,3506015,561418,64483,2880114,85328,2062,5.748454230631017
2021-02-19,Brazil,3593108,574985,66506,2951617,87093,2023,5.799251251981269
2021-02-20,Brazil,3676665,596912,68258,3011495,83557,1752,5.964228509411156
2021-02-21,Brazil,3760383,603848,70072,3086463,83718,1814,6.126990558270532
2021-02-22,Brazil,3840961,613471,71103,3156387,80578,1031,6.270061626028328
2021-02-23,Brazil,3927923,633707,73263,3220953,86962,2160,6.3493079060133715
2021-02-24,Brazil,4009035,640372,75547,3293116,81112,2284,6.488881201911917
2021-02-25,Brazil,4090670,644833,77431,3368406,81635,1884,6.625702215088708
2021-02-26,Brazil,4164487,652321,78868,3433298,73817,1437,6.716343619836163
2021-02-27,Brazil,4245087,669046,80000,3496041,80600,1132,6.802568714035088
2021-02-28,Brazil,4321446,680125,82150,3559171,76359,2150,6.880756771157387
2021-03-01,Brazil,4392202,688222,82966,3621014,70756,816,6.988176585822845
2021-03-02,Brazil,4472084,704686,85036,3682362,79882,2070,7.142030424192003
2021-03-03,Brazil,4554081,708782,86289,3759010,81997,1253,7.287486566422009
2021-03-04,Brazil,4624538,716711,87262,3820565,70457,973,7.370293908371698
2021-03-05,Brazil,4695860,731828,88824,3875208,71322,1562,7.519589250090778
2021-03-06,Brazil,4773857,749601,90790,3933466,77997,1966,7.582846992138456
2021-03-07,Brazil,4851633,763908,92654,3995071,77776,1864,7.697698926098958
2021-03-08,Brazil,4927417,773194,93470,4060753,75784,816,7.796153027962072
2021-03-09,Brazil,4992992,776474,95303,4121215,65575,1833,7.894946620716334
2021-03-10,Brazil,5067408,786956,96417,4184035,74416,1114,7.955035007811439
2021-03-11,Brazil,5141048,789783,97293,4253972,73640,876,8.054030895225326
2021-03-12,Brazil,5216188,791545,99333,4325310,75140,2040,8.140255368013856
2021-03-13,Brazil,5289884,805283,100129,4384472,73696,796,8.209767468488197
2021-03-14,Brazil,5359579,814538,101918,4443123,69695,1789,8.30668416686975
2021-03-15,Brazil,5428036,829525,103498,4495013,68457,1580,8.358841383780563
2021-03-16,Brazil,5499497,848464,105302,4545731,71461,1804,8.53440932795516
2021-03-17,Brazil,5573695,858612,106963,4608120,74198,1661,8.67810143517234
2021-03-18,Brazil,5641683,860701,108432,4672550,67988,1469,8.841610960232625
2021-03-19,Brazil,5712822,868122,109772,4734928,71139,1340,8.949995530986394
2021-03-20,Brazil,5780394,870768,111702,4797924,67572,1930,9.051281322702218
2021-03-21,Brazil,5837615,883731,112878,4841006,57221,1176,9.25062598912705
2021-03-22,Brazil,5904093,901335,114331,4888427,66478,1453,9.36884064050995
2021-03-23,Brazil,5970992,908503,115902,4946587,66899,1571,9.474809033273306
2021-03-24,Brazil,6042389,916636,117611,5008142,71397,1709,9.566102265291086
2021-03-25,Brazil,6103095,924401,118407,5060287,60706,796,9.705997582712001
2021-03-26,Brazil,6165692,931536,119602,5114554,62597,1195,9.881602644677525
2021-03-27,Brazil,6220164,946888,120331,5152945,54472,729,10.048468032636892
2021-03-28,Brazil,6285888,951657,122089,5212142,65724,1758,10.242606054676216
2021-03-29,Brazil,6347189,961291,123359,5262539,61301,1270,10.352889134659826
2021-03-30,Brazil,6404502,964395,124249,5315858,57313,890,10.49036775530139
2021-03-31,Brazil,6453924,973757,125329,5354838,49422,1080,10.548166158098047
2021-04-01,Brazil,6507803,981118,125958,5400727,53879,629,10.730312108943995
2021-04-02,Brazil,6558863,986612,127370,5444881,51060,1412,10.811996883664934
2021-04-03,Brazil,6614400,991257,128243,5494900,55537,873,11.011582568650475
2021-04-04,Brazil,6661841,994345,128745,5538751,47441,502,11.154977148690273
2021-04-05,Brazil,6712211,1007314,130102,5574795,50370,1357,11.255269006202017
2021-04-06,Brazil,6764103,1009641,130690,5623772,51892,588,11.427815092292793
2021-04-07,Brazil,6811778,1020888,131234,5659656,47675,544,11.512219958848444
2021-04-08,Brazil,6855841,1030295,132088,5693458,44063,854,11.577366674871108
2021-04-09,Brazil,6901455,1033978,133431,5734046,45614,1343,11.772530894661543
2021-04-10,Brazil,6946250,1043459,134272,5768519,44795,841,11.942274874242921
2021-04-11,Brazil,6985353,1053351,134844,5797158,39103,572,12.030744333395436
2021-04-12,Brazil,7024389,1057818,135511,5831060,39036,667,12.090129059728353
2021-04-13,Brazil,7070750,1067156,136110,5867484,46361,599,12.269827898007074
2021-04-14,Brazil,7110500,1077739,136630,5896131,39750,520,12.392508597269076
2021-04-15,Brazil,7155068,1088420,137792,5928856,44568,1162,12.52961345995222
2021-04-16,Brazil,7187021,1096213,138434,5952374,31953,642,12.673213232781567
2021-04-17,Brazil,7226621,1103083,138895,5984643,39600,461,12.76918275298799
2021-04-18,Brazil,7257029,1110969,139699,6006361,30408,804,12.88197384422574
2021-04-19,Brazil,7304243,1116244,140713,6047286,47214,1014,13.048531237073504
2021-04-20,Brazil,7340404,1123270,141698,6075436,36161,985,13.17923464287809
2021-04-21,Brazil,7376044,1129107,142193,6104744,35640,495,13.340480860653496
2021-04-22,Brazil,7416591,1135570,142997,6138024,40547,804,13.516215423815767
2021-04-23,Brazil,7456978,1143641,143729,6169608,40387,732,13.634313910495722
2021-04-24,Brazil,7490105,1151700,144565,6193840,33127,836,13.713776792876525
2021-04-25,Brazil,7533937,1156918,145432,6231587,43832,867,13.798250801746168
2021-04-26,Brazil,7575754,1164693,146312,6264749,41817,880,13.947500890690545
2021-04-27,Brazil,7609925,1172096,146780,6291049,34171,468,14.030307360739082
2021-04-28,Brazil,7636951,1174256,147149,6315546,27026,369,14.123163495888216
2021-04-29,Brazil,7663389,1176453,147611,6339325,26438,462,14.228272105192776
2021-04-30,Brazil,7695930,1181304,147993,6366633,32541,382,14.40504023291718
2021-05-01,Brazil,7724216,1187568,148656,6387992,28286,663,14.487771363100006
2021-05-02,Brazil,7757108,1194480,149559,6413069,32892,903,14.577258465077707
2021-05-03,Brazil,7789813,1202232,150376,6437205,32705,817,14.696007004265843
2021-05-04,Brazil,7825575,1211515,150984,6463076,35762,608,14.818926577048082
2021-05-05,Brazil,7850126,1212943,151346,6485837,24551,362,14.939136935183225
2021-05-06,Brazil,7875666,1215256,151839,6508571,25540,493,15.012310765783964
2021-05-07,Brazil,7890482,1215674,152164,6522644,14816,325,15.177728099896271
2021-05-08,Brazil,7916242,1217611,152626,6546005,25760,462,15.253334354393143
2021-05-09,Brazil,7944943,1219048,153266,6572629,28701,640,15.37981245582571
2021-05-10,Brazil,7962051,1223624,153608,6584819,17108,342,15.435049188724145
2021-05-11,Brazil,7979189,1227618,154067,6597504,17138,459,15.488794938041702
2021-05-12,Brazil,8015200,1235601,154750,6624849,36011,683,15.546237094042528
2021-05-13,Brazil,8039598,1240667,155290,6643641,24398,540,15.622261501595782
2021-05-14,Brazil,8068385,1243030,155796,6669559,28787,506,15.731075538131467
2021-05-15,Brazil,8092772,1248282,156416,6688074,24387,620,15.882684507614798
2021-05-16,Brazil,8121584,1249619,157030,6714935,28812,614,15.990782885311095
2021-05-17,Brazil,8149082,1255556,157731,6735795,27498,701,16.09254544713808
2021-05-18,Brazil,8182589,1257199,158086,6767304,33507,355,16.242725633143202
2021-05-19,Brazil,8209087,1260065,158675,6790347,26498,589,16.34035808818184
2021-05-20,Brazil,8237324,1261089,159436,6816799,28237,761,16.52308635583624
2021-05-21,Brazil,8260157,1262084,159792,6838281,22833,356,16.574629030226596
2021-05-22,Brazil,8292360,1265277,160575,6866508,32203,783,16.718032461369067
2021-05-23,Brazil,8316946,1270586,161038,6885322,24586,463,16.819540466695713
2021-05-24,Brazil,8343615,1271639,161749,6910227,26669,711,16.897400427496493
2021-05-25,Brazil,8374875,1279945,162100,6932830,31260,351,16.971819075877427
2021-05-26,Brazil,8402252,1286530,162699,6953023,27377,599,17.167030533095037
2021-05-27,Brazil,8431310,1291394,163132,6976784,29058,433,17.31631757799059
2021-05-28,Brazil,8445319,1292607,163482,6989230,14009,350,17.4530012448947
2021-05-29,Brazil,8469901,1294103,163925,7011873,24582,443,17.637335672114478
2021-05-30,Brazil,8508356,1301539,165008,7041809,38455,1083,17.790994044025368
2021-05-31,Brazil,8534372,1306763,165364,7062245,26016,356,17.90548768699234
2021-06-01,Brazil,8561917,1313468,166097,7082352,27545,733,18.065726564101574
2021-06-02,Brazil,8583877,1317974,166533,7099370,21960,436,18.20513885738732
2021-06-03,Brazil,8616795,1325883,167147,7123765,32918,614,18.272626318570673
2021-06-04,Brazil,8653449,1329545,167765,7156139,36654,618,18.42142552181164
2021-06-05,Brazil,8686631,1331740,168715,7186176,33182,950,18.556416310647457
2021-06-06,Brazil,8723529,1339132,169378,7215019,36898,663,18.608037973192737
2021-06-07,Brazil,8758814,1341716,170314,7246784,35285,936,18.67370615090776
2021-06-08,Brazil,8787634,1342942,170670,7274022,28820,356,18.75591053402726
2021-06-09,Brazil,8834817,1349546,171205,7314066,47183,535,18.916740535597217
2021-06-10,Brazil,8870978,1358715,171951,7340312,36161,746,18.99261911713917
2021-06-11,Brazil,8906414,1365965,172707,7367742,35436,756,19.18336647643687
2021-06-12,Brazil,8934090,1373599,173011,7387480,27676,304,19.337168164828867
2021-06-13,Brazil,8967742,1381145,173655,7412942,33652,644,19.47926371077765
2021-06-14,Brazil,9008883,1384311,174361,7450211,41141,706,19.65236813489267
2021-06-15,Brazil,9040632,1390432,174981,7475219,31749,620,19.75675210437653
2021-06-16,Brazil,9077992,1400321,175510,7502161,37360,529,19.876756072509192
2021-06-17,Brazil,9124270,1403567,176419,7544284,46278,909,19.959941876976103
2021-06-18,Brazil,9172181,1412066,177687,7582428,47911,1268,20.078810480469105
2021-06-19,Brazil,9212614,1414121,178336,7620157,40433,649,20.14660704533034
2021-06-20,Brazil,9257166,1426204,179255,7651707,44552,919,20.267946474103642
2021-06-21,Brazil,9303876,1437487,180103,7686286,46710,848,20.416407914628742
2021-06-22,Brazil,9349509,1449289,181211,7719009,45633,1108,20.529057964001293
2021-06-23,Brazil,9397968,1455806,181808,7760354,48459,597,20.719830287733416
2021-06-24,Brazil,9442155,1462225,182563,7797367,44187,755,20.830311451153403
2021-06-25,Brazil,9491299,1465650,183873,7841776,49144,1310,20.972086104168884
2021-06-26,Brazil,9533373,1474031,184382,7874960,42074,509,21.084061981750043
2021-06-27,Brazil,9579674,1479215,185470,7914989,46301,1088,21.14457820269623
2021-06-28,Brazil,9624433,1482799,186057,7955577,44759,587,21.200865485203668
2021-06-29,Brazil,9674149,1494711,186970,7992468,49716,913,21.38276501755544
2021-06-30,Brazil,9719198,1499085,187873,8032240,45049,903,21.576482718893352
2021-07-01,Brazil,9774357,1502619,188667,8083071,55159,794,21.766628336018474
2021-07-02,Brazil,9829964,1512440,189923,8127601,55607,1256,21.929488018364044
2021-07-03,Brazil,9888838,1518918,191137,8178783,58874,1214,22.043756703941362
2021-07-04,Brazil,9949051,1523666,191915,8233470,60213,778,22.17480118370991
2021-07-05,Brazil,10009079,1533588,193529,8281962,60028,1614,22.281657256517367
2021-07-06,Brazil,10066333,1542298,195068,8328967,57254,1539,22.408771572900054
2021-07-07,Brazil,10126982,1550825,196048,8380109,60649,980,22.507553252341484
2021-07-08,Brazil,10186519,1562078,197510,8426931,59537,1462,22.65821722590438
2021-07-09,Brazil,10249530,1564423,199155,8485952,63011,1645,22.768249067281833
2021-07-10,Brazil,10307803,1579794,200891,8527118,58273,1736,22.908778388257
2021-07-11,Brazil,10374774,1586813,202444,8585517,66971,1553,22.976836525075363
2021-07-12,Brazil,10431877,1595222,203365,8633290,57103,921,23.08941553786005
2021-07-13,Brazil,10499171,1611647,204253,8683271,67294,888,23.20213725608447
2021-07-14,Brazil,10566399,1624424,205038,8736937,67228,785,23.2671740906429
2021-07-15,Brazil,10633779,1632796,205734,8795249,67380,696,23.40754150693789
2021-07-16,Brazil,10698307,1638011,206409,8853887,64528,675,23.603745096345172
2021-07-17,Brazil,10763001,1652854,207231,8902916,64694,822,23.78400652493721
2021-07-18,Brazil,10830851,1671794,207978,8951079,67850,747,23.920099004847565
2021-07-19,Brazil,10903871,1691874,209281,9002716,73020,1303,24.057586863694446
2021-07-20,Brazil,10973503,1704326,210796,9058381,69632,1515,24.253656925698017
2021-07-21,Brazil,11044132,1719180,212271,9112681,70629,1475,24.410072755393113
2021-07-22,Brazil,11118034,1729900,213563,9174571,73902,1292,24.467658720966746
2021-07-23,Brazil,11188927,1735103,214876,9238948,70893,1313,24.638506041771247
2021-07-24,Brazil,11258296,1737952,216703,9303641,69369,1827,24.7028101799622
2021-07-25,Brazil,11328296,1751717,218033,9358546,70000,1330,24.883413448280816
2021-07-26,Brazil,11387952,1762735,219028,9406189,59656,995,25.012904536320352
2021-07-27,Brazil,11460874,1773220,219992,9467662,72922,964,25.18371938571535
2021-07-28,Brazil,11533220,1789135,220931,9523154,72346,939,25.287880594666504
2021-07-29,Brazil,11611434,1797888,222352,9591194,78214,1421,25.34638265949138
2021-07-30,Brazil,11687415,1815189,224171,9648055,75981,1819,25.49260833167982
2021-07-31,Brazil,11762304,1819929,225309,9717066,74889,1138,25.67696182331981
2021-08-01,Brazil,11834737,1835984,226629,9772124,72433,1320,25.827819399813567
2021-08-02,Brazil,11908868,1843784,228595,9836489,74131,1966,26.00147196690097
2021-08-03,Brazil,11981663,1857261,230397,9894005,72795,1802,26.15216259068534
2021-08-04,Brazil,12058715,1877625,231584,9949506,77052,1187,26.351049860008505
2021-08-05,Brazil,12142247,1894359,233866,10014022,83532,2282,26.471202041881238
2021-08-06,Brazil,12230796,1909840,235848,10085108,88549,1982,26.58532500999478
2021-08-07,Brazil,12314062,1928376,238097,10147589,83266,2249,26.775489965807797
2021-08-08,Brazil,12384621,1933344,239775,10211502,70559,1678,26.908918569702298
2021-08-09,Brazil,12460075,1949299,241684,10269092,75454,1909,27.088752927178128
2021-08-10,Brazil,12537117,1969058,242612,10325447,77042,928,27.28562566044322
2021-08-11,Brazil,12622224,1978794,244015,10399415,85107,1403,27.42476193453951
2021-08-12,Brazil,12705233,1987702,245846,10471685,83009,1831,27.561065810508875
2021-08-13,Brazil,12777818,2003531,247687,10526600,72585,1841,27.714918956432037
2021-08-14,Brazil,12856148,2013637,248835,10593676,78330,1148,27.87698069650139
2021-08-15,Brazil,12938571,2035213,251059,10652299,82423,2224,28.03710338535764
2021-08-16,Brazil,13014656,2047657,252339,10714660,76085,1280,28.226432317834472
2021-08-17,Brazil,13093579,2068914,253149,10771516,78923,810,28.31522105650469
2021-08-18,Brazil,13164418,2078238,253896,10832284,70839,747,28.429180810024935
2021-08-19,Brazil,13238908,2087038,255081,10896789,74490,1185,28.623976218569496
2021-08-20,Brazil,13320640,2092466,255980,10972194,81732,899,28.760508398766177
2021-08-21,Brazil,13401347,2113946,256899,11030502,80707,919,28.90064519961504
2021-08-22,Brazil,13496163,2119054,258493,11118616,94816,1594,29.01163378021896
2021-08-23,Brazil,13578641,2131655,259801,11187185,82478,1308,29.166308698044737
2021-08-24,Brazil,13655013,2137304,261939,11255770,76372,2138,29.317762858225645
2021-08-25,Brazil,13736625,2160467,263237,11312921,81612,1298,29.408556042135377
2021-08-26,Brazil,13816844,2170109,264388,11382347,80219,1151,29.553612782100206
2021-08-27,Brazil,13894807,2185278,266303,11443226,77963,1915,29.7033711804512
2021-08-28,Brazil,13973836,2200546,267973,11505317,79029,1670,29.773557620516815
2021-08-29,Brazil,14053408,2215461,268933,11569014,79572,960,29.932898500532588
2021-08-30,Brazil,14134642,2235352,271012,11628278,81234,2079,29.982903108359395
2021-08-31,Brazil,14207620,2255910,272113,11679597,72978,1101,30.11394801937362
2021-09-01,Brazil,14291487,2258726,274379,11758382,83867,2266,30.248809761965614
2021-09-02,Brazil,14363772,2272029,275895,11815848,72285,1516,30.38988005409815
2021-09-03,Brazil,14439992,2288963,277249,11873780,76220,1354,30.454124845382406
2021-09-04,Brazil,14512373,2291833,278228,11942312,72381,979,30.570740378918398
2021-09-05,Brazil,14585877,2296315,279744,12009818,73504,1516,30.770075713992
2021-09-06,Brazil,14666606,2313029,281079,12072498,80729,1335,30.880481272141186
2021-09-07,Brazil,14742017,2321024,282847,12138146,75411,1768,30.977767187338603
2021-09-08,Brazil,14816782,2331702,283786,12201294,74765,939,31.13178050654705
2021-09-09,Brazil,14884495,2337636,285411,12261448,67713,1625,31.3127094197819
2021-09-10,Brazil,14965011,2356232,287213,12321566,80516,1802,31.36656286651231
2021-09-11,Brazil,15036007,2368555,288326,12379126,70996,1113,31.509128758176608
2021-09-12,Brazil,15104464,2371747,289182,12443535,68457,856,31.57533544208307
2021-09-13,Brazil,15176059,2381344,290583,12504132,71595,1401,31.706541605219186
2021-09-14,Brazil,15245782,2396731,292039,12557012,69723,1456,31.852207726496026
2021-09-15,Brazil,15309216,2413428,293713,12602075,63434,1674,31.976927218028234
2021-09-16,Brazil,15370905,2421476,294709,12654720,61689,996,32.16161751204479
2021-09-17,Brazil,15441408,2430502,296556,12714350,70503,1847,32.32115076970838
2021-09-18,Brazil,15513900,2447408,297956,12768536,72492,1400,32.47641151078997
2021-09-19,Brazil,15571836,2458371,299180,12814285,57936,1224,32.663112389301766
2021-09-20,Brazil,15630490,2468783,300559,12861148,58654,1379,32.826550458015134
2021-09-21,Brazil,15699553,2481067,301876,12916610,69063,1317,33.01675994533838
2021-09-22,Brazil,15758986,2483206,303165,12972615,59433,1289,33.12343582739746
2021-09-23,Brazil,15818419,2495327,303833,13019259,59433,668,33.24932557554539
2021-09-24,Brazil,15880946,2505152,305705,13070089,62527,1872,33.35253485905492
2021-09-25,Brazil,15935375,2518934,306685,13109756,54429,980,33.53502589926885
2021-09-26,Brazil,15984819,2527158,307831,13149830,49444,1146,33.68226091959003
2021-09-27,Brazil,16035535,2531487,308400,13195648,50716,569,33.87333651252194
2021-09-28,Brazil,16094107,2541305,309163,13243639,58572,763,34.01360752261375
2021-09-29,Brazil,16150405,2551328,310380,13288697,56298,1217,34.114320184018695
2021-09-30,Brazil,16203719,2556829,311086,13335804,53314,706,34.195644824342885
2021-10-01,Brazil,16252680,2564211,311632,13376837,48961,546,34.3349292842508
2021-10-02,Brazil,16306597,2568652,312543,13425402,53917,911,34.465971118228914
2021-10-03,Brazil,16363657,2577038,313204,13473415,57060,661,34.652173900042165
2021-10-04,Brazil,16406773,2587787,313758,13505228,43116,554,34.76708962269344
2021-10-05,Brazil,16452837,2599669,314767,13538401,46064,1009,34.95802491104722
2021-10-06,Brazil,16504525,2612767,316140,13575618,51688,1373,35.079550742707184
2021-10-07,Brazil,16560220,2616680,317398,13626142,55695,1258,35.24707117671458
2021-10-08,Brazil,16608542,2620002,318001,13670539,48322,603,35.44271221415527
2021-10-09,Brazil,16654495,2624871,318623,13711001,45953,622,35.49875504197197
2021-10-10,Brazil,16702234,2626992,319654,13755588,47739,1031,35.6495926450661
2021-10-11,Brazil,16734254,2629489,320282,13784483,32020,628,35.842172568209264
2021-10-12,Brazil,16774694,2634351,321042,13819301,40440,760,35.949315344962784
2021-10-13,Brazil,16815638,2640045,321496,13854097,40944,454,36.13467583637939
2021-10-14,Brazil,16851293,2649639,322168,13879486,35655,672,36.30774897405143
2021-10-15,Brazil,16889923,2654526,323192,13912205,38630,1024,36.410714407392184
2021-10-16,Brazil,16931664,2659353,324298,13948013,41741,1106,36.57837522837411
2021-10-17,Brazil,16978268,2667487,325321,13985460,46604,1023,36.77206710736303
2021-10-18,Brazil,17028533,2673981,326045,14028507,50265,724,36.90780825478547
2021-10-19,Brazil,17071119,2685540,326628,14058951,42586,583,37.04846215274269
2021-10-20,Brazil,17109222,2690069,327181,14091972,38103,553,37.11047801173412
2021-10-21,Brazil,17153841,2700793,328021,14125027,44619,840,37.18814686939311
2021-10-22,Brazil,17187425,2707159,328391,14151875,33584,370,37.31490298646031
2021-10-23,Brazil,17216441,2712518,328961,14174962,29016,570,37.490774977670924
2021-10-24,Brazil,17251168,2721929,329351,14199888,34727,390,37.62685485512249
2021-10-25,Brazil,17279306,2723595,329950,14225761,28138,599,37.760535906471496
2021-10-26,Brazil,17313567,2732699,330734,14250134,34261,784,37.952431539948336
2021-10-27,Brazil,17339680,2737897,331434,14270349,26113,700,38.014009669482306
2021-10-28,Brazil,17371458,2742915,331830,14296713,31778,396,38.10088678585632
2021-10-29,Brazil,17402751,2744025,332367,14326359,31293,537,38.25353392319512
2021-10-30,Brazil,17438828,2754395,332783,14351650,36077,416,38.40409907326466
2021-10-31,Brazil,17459003,2757916,333243,14367844,20175,460,38.52754568466946
2021-11-01,Brazil,17487445,2764715,333718,14389012,28442,475,38.59230931303467
2021-11-02,Brazil,17516945,2768286,334577,14414082,29500,859,38.75160775567016
2021-11-03,Brazil,17541744,2774760,334942,14432042,24799,365,38.828462501286396
2021-11-04,Brazil,17562809,2776966,335488,14450355,21065,546,38.960501832684216
2021-11-05,Brazil,17595599,2784128,335863,14475608,32790,375,39.06299251071982
2021-11-06,Brazil,17623761,2784867,336585,14502309,28162,722,39.149093087933394
2021-11-07,Brazil,17652110,2790132,336995,14524983,28349,410,39.26054401832727
2021-11-08,Brazil,17680239,2796468,337826,14545945,28129,831,39.43041771399299
2021-11-09,Brazil,17713999,2801094,338447,14574458,33760,621,39.60530947999191
2021-11-10,Brazil,17737084,2802418,339049,14595617,23085,602,39.66425207879361
2021-11-11,Brazil,17760420,2805792,339476,14615152,23336,427,39.77466300150564
2021-11-12,Brazil,17789731,2806687,340073,14642971,29311,597,39.84494559856257
2021-11-13,Brazil,17812000,2812203,340354,14659443,22269,281,40.03733656449941
2021-11-14,Brazil,17847183,2813810,341324,14692049,35183,970,40.23606648087352
2021-11-15,Brazil,17871284,2817563,341887,14711834,24101,563,40.34882491088027
2021-11-16,Brazil,17892428,2820406,342249,14729773,21144,362,40.48516392517628
2021-11-17,Brazil,17918960,2824024,342808,14752128,26532,559,40.56668000411313
2021-11-18,Brazil,17939882,2829650,343327,14766905,20922,519,40.669904782444604
2021-11-19,Brazil,17968754,2832857,343766,14792131,28872,439,40.805013424068015
2021-11-20,Brazil,18003359,2835983,344663,14822713,34605,897,40.94652961237345
2021-11-21,Brazil,18025314,2839936,344997,14840381,21955,334,41.08642450542441
2021-11-22,Brazil,18052842,2845654,345555,14861633,27528,558,41.13739415909287
2021-11-23,Brazil,18071574,2850700,346017,14874857,18732,462,41.27511833078874
2021-11-24,Brazil,18099602,2857079,346825,14895698,28028,808,41.395865754401335
2021-11-25,Brazil,18129242,2862331,347447,14919464,29640,622,41.5240723076224
2021-11-26,Brazil,18154253,2867909,348145,14938199,25011,698,41.5774569843782
2021-11-27,Brazil,18184540,2871634,348987,14963919,30287,842,41.74898114787216
2021-11-28,Brazil,18219430,2874913,349635,14994882,34890,648,41.93593736790564
2021-11-29,Brazil,18243004,2880453,349997,15012554,23574,362,42.022965922044996
2021-11-30,Brazil,18274798,2885067,350509,15039222,31794,512,42.16116466646457
2021-12-01,Brazil,18315222,2895838,350979,15068405,40424,470,42.23693908551822
2021-12-02,Brazil,18340420,2901537,351492,15087391,25198,513,42.32943174604211
2021-12-03,Brazil,18378447,2906382,351882,15120183,38027,390,42.479763225698214
2021-12-04,Brazil,18408838,2907624,352671,15148543,30391,789,42.53278390304061
2021-12-05,Brazil,18453298,2912381,353705,15187212,44460,1034,42.722544963538084
2021-12-06,Brazil,18479436,2914735,354487,15210214,26138,782,42.815628144918854
2021-12-07,Brazil,18515270,2922968,355028,15237274,35834,541,42.88634693888989
2021-12-08,Brazil,18548928,2927944,355942,15265042,33658,914,43.03758091934802
2021-12-09,Brazil,18588298,2935687,356934,15295677,39370,992,43.149183314299556
2021-12-10,Brazil,18620490,2937030,357390,15326070,32192,456,43.29602370085832
2021-12-11,Brazil,18656448,2940012,358311,15358125,35958,921,43.4497720486383
2021-12-12,Brazil,18696009,2946829,359470,15389710,39561,1159,43.51937964717676
2021-12-13,Brazil,18740312,2956878,360422,15423012,44303,952,43.64504803842716
2021-12-14,Brazil,18783881,2964586,361129,15458166,43569,707,43.79183082480386
