customer_id,age,income,spending_score,website_version,purchase,loan_default,churn
4719,59,44945,64,B,0,0,0
4720,31,60239,86,B,0,0,0
4721,27,23743,46,A,0,0,1
4722,64,50924,84,A,0,1,0
4723,53,30196,22,A,0,0,0
4724,51,111815,60,B,0,0,0
4725,26,88860,11,A,0,0,0
4726,59,61400,47,A,0,0,0
4727,45,105177,31,A,0,0,1
4728,28,113018,77,B,0,0,0
4729,31,118530,18,B,0,0,0
4730,56,100399,22,B,0,0,0
4731,64,68795,56,B,0,0,0
4732,36,71553,17,B,0,0,0
4733,32,44111,38,A,0,0,0
4734,45,83083,25,A,0,0,0
4735,41,81600,32,A,0,0,0
4736,25,70022,15,A,0,0,0
4737,60,23199,13,B,0,0,0
4738,26,70897,58,B,0,0,0
4739,64,58038,90,A,0,0,0
4740,50,75038,50,B,0,1,0
4741,50,27897,11,A,0,0,0
4742,36,84541,13,B,0,0,0
4743,20,34892,97,A,1,0,0
4744,27,28271,50,A,0,1,0
4745,57,44815,38,A,0,0,0
4746,64,65612,1,B,0,0,0
4747,59,53357,39,A,0,0,0
4748,18,95088,27,A,0,1,0
4749,46,36267,36,B,0,0,0
4750,51,38268,32,A,0,0,0
4751,30,34263,41,B,0,0,1
4752,18,90935,15,B,0,0,1
4753,51,115347,31,B,1,0,0
4754,46,79660,6,A,0,0,0
4755,64,85527,89,B,0,0,0
4756,30,83379,52,B,0,0,0
4757,46,114542,82,B,0,0,0
4758,56,61271,22,A,0,1,1
4759,41,86612,31,B,0,0,0
4760,43,27235,73,A,0,0,0
4761,34,108757,46,B,1,0,0
4762,24,36417,67,B,0,1,1
4763,30,118075,97,A,0,0,0
4764,22,54609,91,A,0,0,0
4765,43,53902,43,A,0,0,1
4766,20,43645,1,B,1,0,0
4767,24,82873,44,B,0,1,0
4768,56,107218,57,A,0,0,0
4769,18,84558,9,A,0,0,0
4770,34,82233,5,A,1,0,0
4771,60,43401,79,A,0,0,0
4772,42,27771,9,A,0,0,0
4773,20,61335,45,B,0,0,0
4774,32,94451,92,B,0,1,0
4775,46,99434,77,A,0,0,1
4776,60,87449,24,A,0,0,0
4777,49,112604,74,B,0,0,0
4778,43,21942,42,A,0,0,0
4779,33,40388,22,A,1,0,0
4780,42,103251,60,A,0,0,0
4781,45,77042,86,A,0,0,0
4782,26,73740,37,B,0,0,1
4783,18,85873,39,A,0,0,1
4784,46,67024,84,B,1,1,0
4785,39,43450,74,B,0,0,1
4786,33,76965,74,B,0,0,0
4787,58,30057,90,B,0,0,0
4788,61,113249,89,A,0,0,0
4789,58,28983,53,B,0,0,0
4790,24,39995,28,A,0,0,0
4791,31,111628,77,A,0,0,0
4792,46,97681,15,B,0,0,0
4793,36,58886,60,A,0,0,0
4794,36,109025,60,A,0,0,0
4795,19,116572,6,B,0,0,1
4796,58,115149,52,B,0,0,0
4797,62,114020,12,B,0,1,0
4798,32,22673,19,A,0,1,0
4799,20,54890,96,A,0,0,0
4800,28,97513,75,B,0,0,0
4801,63,43466,97,B,0,0,1
4802,47,112545,2,A,0,0,1
4803,57,70406,55,A,0,0,0
4804,35,23688,15,B,0,0,1
4805,19,89284,64,A,0,0,1
4806,49,33665,69,A,0,0,0
4807,25,40641,15,B,0,0,0
4808,39,52500,43,B,0,0,0
4809,23,55797,74,A,0,0,0
4810,29,104766,17,A,0,0,0
4811,64,65950,98,A,0,0,1
4812,57,45046,24,A,0,0,0
4813,53,29638,74,B,0,0,0
4814,32,106363,30,A,0,1,0
4815,45,41173,67,B,0,0,0
4816,62,33222,51,A,0,1,0
4817,35,70064,60,B,0,0,0
4818,19,57010,3,A,0,0,0
4819,30,38095,5,A,0,0,0
4820,62,21439,28,B,0,0,0
4821,32,105550,78,A,0,0,0
4822,37,25375,11,B,0,1,0
4823,46,109023,72,B,0,0,1
4824,59,111238,72,B,0,0,0
4825,46,40600,76,A,1,0,0
4826,20,22466,15,A,0,0,0
4827,36,65097,83,A,0,0,0
4828,20,73276,48,B,0,0,0
4829,31,70117,46,A,0,0,0
4830,57,66971,28,A,0,0,0
4831,21,26928,7,B,0,0,0
4832,28,108016,71,B,0,0,0
4833,48,75309,94,B,0,0,0
4834,60,94647,82,B,0,0,0
4835,49,60888,88,A,0,0,0
4836,44,115025,6,B,0,0,0
4837,47,63832,58,B,0,0,1
4838,60,29404,68,A,0,0,0
4839,19,53639,55,A,1,0,0
4840,26,98118,67,B,0,1,0
4841,45,80598,49,A,0,1,0
4842,48,86399,51,A,0,0,0
4843,51,47684,59,B,0,0,1
4844,32,88591,6,A,0,0,1
4845,42,97722,90,B,0,0,0
4846,53,22682,51,A,0,0,1
4847,25,58046,38,A,0,0,0
4848,26,41832,11,A,0,0,0
4849,54,36997,52,A,0,0,0
4850,62,54640,93,B,0,1,1
4851,56,96882,20,B,0,0,0
4852,49,60491,10,A,0,0,1
4853,34,83043,26,A,0,1,0
4854,52,92725,48,A,0,0,0
4855,54,65520,91,B,0,1,0
4856,36,82919,14,A,0,0,0
4857,61,84442,59,B,1,1,1
4858,46,41770,12,A,0,1,0
4859,24,67498,23,B,0,0,0
4860,45,81477,85,B,0,0,1
4861,26,20244,72,A,0,0,1
4862,45,52788,39,B,0,0,0
4863,23,115341,9,A,0,0,0
4864,46,99453,88,B,0,0,0
4865,34,77737,95,B,0,0,0
4866,33,66489,25,A,0,0,0
4867,40,91303,17,B,0,0,0
4868,48,48390,42,A,0,0,0
4869,20,30247,29,B,0,1,0
4870,38,89051,60,A,0,0,0
4871,43,79719,67,B,0,0,0
4872,53,54678,85,B,0,0,0
4873,59,107802,57,A,0,0,0
4874,54,96286,72,B,0,0,0
4875,39,49583,14,A,0,0,0
4876,59,28076,39,A,0,0,1
4877,29,38006,16,B,0,0,0
4878,59,35051,18,A,0,0,0
4879,30,24314,95,A,0,0,0
4880,28,48670,75,A,0,0,1
4881,33,87551,20,A,0,0,0
4882,25,30236,46,A,0,0,0
4883,57,55568,45,A,0,0,0
4884,57,80314,4,B,0,0,0
4885,62,111903,84,A,0,0,1
4886,19,36352,95,A,0,0,0
4887,47,65650,20,B,0,0,0
4888,47,30346,11,A,0,0,0
4889,29,45156,65,A,0,0,0
4890,27,75904,18,A,0,0,0
4891,61,34035,39,B,0,0,0
4892,28,36108,44,B,0,1,0
4893,32,22853,97,A,0,0,0
4894,33,104156,18,A,0,0,0
4895,34,24176,47,B,0,0,0
4896,43,45920,31,A,0,0,0
4897,19,74850,99,B,0,0,0
4898,29,26829,39,A,1,0,0
4899,43,110666,38,A,0,0,0
4900,40,93927,79,B,0,1,0
4901,35,104860,47,A,0,0,0
4902,49,60667,70,B,0,0,0
4903,55,85842,8,B,0,0,0
4904,64,55843,86,A,0,0,0
4905,20,70808,65,A,0,0,0
4906,55,50543,13,B,0,1,0
4907,20,92780,55,B,0,0,0
4908,47,26611,88,A,0,0,0
4909,18,108242,85,A,0,0,1
4910,47,104612,43,A,0,0,0
4911,62,66902,4,A,0,0,0
4912,49,53043,71,B,0,0,1
4913,45,25271,60,B,0,0,0
4914,38,92867,12,A,0,0,0
4915,63,97089,59,B,0,1,0
4916,30,78745,77,A,0,0,0
4917,44,116876,54,B,0,0,0
4918,53,82077,44,B,0,0,0
4919,24,79119,16,A,0,0,1
4920,39,31573,6,A,1,0,0
4921,27,41409,14,A,0,0,0
4922,56,105970,58,A,0,1,1
4923,32,44464,31,B,0,0,0
4924,32,62840,41,B,0,0,1
4925,21,68785,35,A,0,0,0
4926,49,40662,10,B,0,0,0
4927,40,38228,81,B,0,0,0
4928,23,80721,30,A,0,0,0
4929,41,69223,44,A,0,0,0
4930,37,27386,55,A,0,0,0
4931,54,26862,71,B,0,0,0
4932,37,60108,18,A,0,0,0
4933,29,111788,83,A,0,1,0
4934,50,95023,79,B,0,0,0
4935,45,100140,86,B,0,0,0
4936,25,102963,39,B,0,0,0
4937,18,47201,42,B,0,0,0
4938,54,88578,54,A,0,0,0
4939,39,69966,30,B,0,0,0
4940,23,74774,20,A,0,0,0
4941,38,30386,96,A,0,0,0
4942,49,97228,42,B,0,0,1
4943,52,35225,89,A,0,0,1
4944,32,36693,87,A,0,0,0
4945,22,92197,5,B,0,0,0
4946,63,63021,50,B,1,0,0
4947,23,38261,41,B,0,0,1
4948,42,47378,94,A,0,0,1
4949,63,106755,39,A,0,0,0
4950,57,31937,57,B,1,0,1
4951,46,86330,91,B,0,0,1
4952,24,67366,57,B,0,0,0
4953,57,92322,37,B,0,0,0
4954,30,60160,7,B,0,0,0
4955,55,65313,5,B,0,0,0
4956,35,47032,79,B,0,0,0
4957,19,111963,51,A,0,0,0
4958,25,37358,8,B,0,0,0
4959,28,81710,56,B,0,0,1
4960,50,115326,73,B,0,0,1
4961,55,106157,11,B,0,0,0
4962,44,68821,22,A,0,0,0
4963,37,48365,98,B,0,0,0
4964,29,33189,99,A,0,0,0
4965,60,96749,77,A,1,0,0
4966,48,27248,11,A,0,0,0
4967,44,24369,60,B,0,0,0
4968,49,83763,96,B,0,0,1
4969,27,28050,15,A,0,0,0
4970,20,48605,38,A,0,0,0
4971,62,69616,1,B,1,0,0
4972,44,74479,46,A,0,0,1
4973,52,100934,88,A,0,0,0
4974,48,60883,43,B,0,0,0
4975,32,53055,22,B,0,0,1
4976,33,88731,3,A,0,0,0
4977,30,110987,14,A,0,0,1
4978,52,27450,2,B,0,0,0
4979,28,22925,61,B,0,0,1
4980,38,100051,32,B,0,0,0
4981,28,70272,38,A,0,0,1
4982,47,25310,97,B,0,0,0
4983,52,51817,46,A,0,0,0
4984,39,112944,42,A,0,0,0
4985,55,64528,6,B,0,0,0
4986,48,75779,41,B,0,0,0
4987,31,104816,25,B,0,0,0
4988,41,102641,98,B,0,0,0
4989,49,104083,11,A,0,0,0
4990,53,96310,41,A,0,0,0
4991,49,35457,71,A,0,0,0
4992,32,62311,57,A,0,1,0
4993,60,23980,46,B,0,0,0
4994,52,40886,86,A,0,0,0
4995,20,97112,48,B,0,0,1
4996,33,70877,63,B,0,0,0
4997,22,117427,39,A,0,0,1
4998,38,56181,10,A,1,0,0
4999,27,53262,85,A,0,0,1
5000,36,20947,70,A,0,1,1
5001,42,20022,65,A,0,1,0
5002,21,21128,98,B,0,0,0
5003,46,99522,59,B,0,0,0
5004,36,52322,78,A,0,0,0
5005,60,68929,36,A,0,0,0
5006,19,101696,27,A,0,1,0
5007,27,29808,73,A,0,0,0
5008,60,115148,55,A,0,0,0
5009,42,72882,70,A,0,0,0
5010,37,41725,95,B,0,1,0
5011,36,92534,81,B,0,0,0
5012,40,59950,53,A,0,0,0
5013,41,108954,60,A,0,0,0
5014,28,103576,61,B,0,0,0
5015,63,40557,36,A,0,1,0
5016,51,41825,85,A,0,0,0
5017,45,28998,27,A,0,0,0
5018,22,56080,41,B,0,1,0
5019,22,77797,28,A,0,0,1
5020,38,35802,16,B,0,0,0
5021,29,31167,35,A,0,0,0
5022,21,62407,36,A,0,0,0
5023,59,33338,56,B,0,0,1
5024,37,96289,99,A,0,0,1
5025,55,91520,19,B,0,0,0
5026,42,38895,57,B,0,1,0
5027,31,67910,85,A,0,0,0
5028,28,85898,33,B,0,0,0
5029,49,23454,23,B,0,0,0
5030,28,106540,63,A,0,0,0
5031,35,80797,70,A,0,0,0
5032,44,103137,96,A,0,0,0
5033,35,70637,22,B,0,0,0
5034,40,25349,67,A,0,0,1
5035,28,59963,99,A,0,1,0
5036,38,95583,80,A,0,0,0
5037,61,27750,59,A,0,0,0
5038,22,114929,25,B,0,0,1
5039,40,42463,17,A,0,0,0
5040,58,94935,39,A,0,0,0
5041,42,78792,77,A,0,0,0
5042,58,33686,92,A,0,0,0
5043,27,83528,75,A,0,0,0
5044,39,119811,74,B,0,0,0
5045,36,42787,39,A,0,0,1
5046,18,34776,24,A,0,0,0
5047,24,115063,38,B,0,0,0
5048,21,77427,88,A,0,0,0
5049,18,81086,97,B,0,0,0
5050,32,83308,81,B,0,0,0
5051,57,35797,57,B,0,0,0
5052,29,25302,44,B,0,0,0
5053,39,83172,36,A,0,0,1
5054,39,58059,99,A,1,1,0
5055,64,20908,70,B,0,0,0
5056,34,80252,80,B,0,0,0
5057,46,100659,45,B,0,0,0
5058,63,32877,92,B,0,0,0
5059,31,34239,96,B,0,0,0
5060,37,106971,26,A,0,0,0
5061,50,47313,11,B,0,0,0
5062,60,62103,52,A,0,0,0
5063,32,68408,25,B,0,0,0
5064,29,103251,31,B,0,0,0
5065,57,108771,85,A,1,1,0
5066,37,111665,45,B,0,0,0
5067,47,30534,67,A,0,0,0
5068,55,63060,76,A,0,0,1
5069,20,37189,40,B,0,1,0
5070,45,106067,46,B,0,0,1
5071,43,30967,54,A,1,0,0
5072,47,101991,41,A,0,0,0
5073,30,85563,89,B,1,0,0
5074,30,28660,81,A,0,0,0
5075,19,110875,38,B,0,0,0
5076,54,59823,36,B,0,0,0
5077,55,75842,83,B,0,0,0
5078,19,29616,44,A,0,0,0
5079,53,95976,57,B,0,0,0
5080,43,68738,66,A,0,0,0
5081,28,33107,81,A,0,0,0
5082,25,81404,30,B,0,0,0
5083,61,114182,10,A,0,0,1
5084,57,111787,99,A,0,0,0
5085,60,35954,61,A,0,0,0
5086,39,36943,63,A,0,0,0
5087,37,60725,36,A,0,0,0
5088,25,65434,54,B,0,0,0
5089,46,105751,97,B,0,1,1
5090,57,30110,65,A,0,1,1
5091,43,107091,82,B,0,0,0
5092,47,36462,4,B,0,0,0
5093,34,99232,55,B,0,0,0
5094,37,74081,54,A,0,0,0
5095,33,72799,91,A,0,0,0
5096,63,86567,89,B,0,0,0
5097,60,109301,64,B,0,0,0
5098,24,71224,92,B,0,0,0
5099,33,76063,22,A,0,0,0
5100,62,75240,25,A,0,0,0
5101,64,101352,81,B,0,0,0
5102,44,37868,59,A,0,0,0
5103,40,95973,57,A,0,0,0
5104,41,100989,54,A,0,0,1
5105,26,42222,44,B,0,0,0
5106,52,99794,52,A,0,1,0
5107,37,83924,76,A,0,0,1
5108,54,119854,16,B,0,0,0
5109,59,98513,16,B,0,0,0
5110,34,74649,81,B,0,0,0
5111,64,103749,55,A,0,0,0
5112,48,30223,61,A,0,0,0
5113,25,68166,95,A,0,0,0
5114,32,59369,79,A,0,0,0
5115,48,106379,77,A,0,0,0
5116,47,89392,40,A,0,0,0
5117,63,79526,91,B,0,0,0
5118,37,32661,21,A,0,0,0
5119,56,35591,66,A,1,0,0
5120,29,91718,8,B,0,0,0
5121,34,75235,71,B,1,1,0
5122,59,27970,10,A,0,1,0
5123,47,67922,57,A,0,0,1
5124,46,50755,4,B,0,0,0
5125,36,39416,43,A,0,0,1
5126,63,33672,99,B,0,0,0
5127,28,103468,63,B,0,0,0
5128,51,66996,43,A,0,0,0
5129,24,94095,67,B,0,0,0
5130,61,20064,82,A,0,0,1
5131,51,88835,51,B,0,0,0
5132,37,90385,56,B,0,0,0
5133,55,25639,43,B,0,0,1
5134,41,31055,24,A,0,0,0
5135,27,79220,96,A,0,0,0
5136,49,107594,34,A,0,0,0
5137,32,49427,59,A,0,0,0
5138,54,102516,2,A,0,1,0
5139,37,84666,2,A,0,0,1
5140,20,84274,10,B,0,0,0
5141,54,30866,23,B,0,0,0
5142,57,23889,15,A,0,0,0
5143,25,68226,76,A,0,0,0
5144,57,51335,17,A,0,0,0
5145,61,70547,82,B,0,0,0
5146,40,46162,14,A,0,0,0
5147,57,109449,81,A,0,0,0
5148,28,44687,79,A,0,0,0
5149,63,118756,76,B,0,0,0
5150,25,30995,16,B,0,0,0
5151,46,76488,32,B,0,0,0
5152,47,22631,23,B,0,0,0
5153,27,54954,34,A,0,0,1
5154,56,25967,98,A,0,0,0
5155,45,108294,16,A,0,0,0
5156,53,107278,34,B,0,0,1
5157,30,84471,71,A,0,0,0
5158,49,57116,33,B,0,0,0
5159,53,112116,68,A,0,0,0
5160,54,54227,43,A,0,0,0
5161,43,21942,64,A,0,0,1
5162,39,67664,71,A,0,0,0
5163,21,48069,18,B,1,0,0
5164,48,107342,68,B,0,0,0
5165,35,34407,61,B,0,0,0
5166,55,79201,75,A,0,0,0
5167,41,100093,20,B,0,0,1
5168,40,74348,11,A,0,1,0
5169,39,101981,79,A,0,0,0
5170,19,37878,46,A,0,0,0
5171,48,103100,64,A,0,0,0
5172,28,98629,81,A,0,0,0
5173,45,75420,98,B,0,0,1
5174,63,111987,76,B,0,0,0
5175,49,63168,28,A,0,0,0
5176,22,74862,48,A,0,0,0
5177,55,109622,35,B,0,0,0
5178,27,102025,8,A,0,1,0
5179,57,48004,91,B,0,1,0
5180,63,40471,22,A,0,0,0
5181,41,111820,24,B,0,0,0
5182,52,80167,66,A,0,0,0
5183,61,103828,95,B,0,0,0
5184,40,85308,86,A,0,1,0
5185,34,103969,64,A,1,0,0
5186,18,34568,65,A,0,0,0
5187,48,29466,14,A,0,0,0
5188,48,111057,25,A,0,0,0
5189,59,77324,3,B,0,0,1
5190,59,35467,5,A,0,0,1
5191,51,117555,65,A,0,0,0
5192,26,95955,54,A,1,0,0
5193,39,72948,19,A,0,0,0
5194,30,36676,97,B,0,0,0
5195,42,114791,54,B,0,0,0
5196,35,51514,94,B,0,0,0
5197,29,42650,76,A,0,0,0
5198,57,108290,10,A,0,0,0
5199,34,97701,98,A,0,0,0
5200,32,30683,16,A,0,1,1
5201,59,118092,46,A,0,0,0
5202,32,79819,29,B,1,0,0
5203,32,100978,15,B,0,1,0
5204,56,24860,48,B,0,0,0
5205,30,23729,11,A,0,0,0
5206,34,51351,34,B,0,0,0
5207,49,82744,36,B,0,0,0
5208,26,44346,30,A,0,0,0
5209,57,94155,99,B,0,0,0
5210,37,96700,73,A,1,0,0
5211,43,26955,82,A,0,1,0
5212,44,85642,19,A,0,0,0
5213,38,90290,68,A,0,0,0
5214,35,64293,70,A,0,0,0
5215,30,81336,33,B,0,0,0
5216,33,41662,96,A,0,0,0
5217,26,26408,80,A,0,0,0
5218,29,60403,75,B,0,0,0
5219,61,21225,22,A,0,0,0
5220,55,32196,36,A,0,0,0
5221,36,89786,23,B,0,0,0
5222,24,35372,63,B,1,0,1
5223,52,37279,26,A,0,0,0
5224,35,115729,60,B,1,0,1
5225,33,74240,95,A,0,0,0
5226,56,112404,93,B,1,0,0
5227,21,58187,5,B,0,1,0
5228,42,68481,54,A,0,0,0
5229,49,48475,38,A,0,0,0
5230,57,64552,62,A,0,0,0
5231,30,87969,25,B,0,0,0
5232,62,96534,98,B,0,0,0
5233,34,116669,12,B,0,0,0
5234,54,119605,22,A,0,0,0
5235,23,26858,9,B,0,1,0
5236,36,94486,84,A,0,0,0
5237,30,94474,29,A,0,0,0
5238,43,45168,44,B,0,0,0
5239,31,52099,93,B,0,0,0
5240,48,91180,27,B,0,0,0
5241,21,81455,55,B,1,0,0
5242,56,74240,81,B,0,1,0
5243,25,94796,5,A,1,0,1
5244,42,74592,52,B,0,0,0
5245,30,67458,13,A,0,0,0
5246,49,78046,42,B,0,0,0
5247,55,36488,15,B,0,0,0
5248,55,78841,79,A,0,0,0
5249,45,20395,18,B,0,0,0
5250,47,72669,50,B,0,0,0
5251,20,30845,2,A,0,0,0
5252,45,56059,87,A,0,0,0
5253,20,38394,13,B,0,0,0
5254,62,113993,68,B,0,0,1
5255,51,65906,47,B,0,1,0
5256,33,79332,89,A,0,0,1
5257,39,57305,75,B,0,0,1
5258,49,62628,50,B,0,0,0
5259,55,41352,12,B,1,1,1
5260,25,106682,13,A,0,0,1
5261,25,102971,9,B,0,0,0
5262,23,71993,59,A,0,1,1
5263,31,59386,45,A,0,0,0
5264,49,76624,70,A,0,1,0
5265,52,77065,43,A,0,0,0
5266,27,105504,74,A,0,0,0
5267,20,28539,23,B,0,0,0
5268,29,21263,79,A,0,0,1
5269,48,33305,45,B,0,1,1
5270,46,73817,23,B,0,0,0
5271,22,44398,34,A,0,0,0
5272,42,117616,16,A,0,0,1
5273,58,95801,63,A,0,0,0
5274,48,69107,51,A,0,0,1
5275,38,52152,32,B,0,0,0
5276,37,113260,38,B,0,0,1
5277,56,50624,56,A,0,0,0
5278,39,119655,69,A,0,0,1
5279,21,76132,17,B,0,0,1
5280,30,72979,86,B,0,0,1
5281,62,78013,39,A,0,0,0
5282,59,114925,41,B,0,0,1
5283,37,83797,48,B,0,0,0
5284,30,71798,82,B,0,0,0
5285,34,36650,28,A,0,0,0
5286,53,46014,77,A,0,0,0
5287,50,96421,50,B,0,0,1
5288,18,27434,1,A,0,0,0
5289,32,50028,50,B,0,0,1
5290,30,86558,19,B,0,0,0
5291,34,44331,98,A,0,0,0
5292,41,87573,59,A,0,0,1
5293,25,94292,68,B,0,0,0
5294,44,66326,67,A,0,0,0
5295,62,102979,41,A,0,0,0
5296,40,119728,10,A,0,0,0
5297,63,24123,28,A,0,0,0
5298,25,36603,34,B,0,1,0
5299,25,85941,39,B,0,1,1
5300,43,62597,83,A,0,0,0
5301,64,83238,56,B,0,0,0
5302,30,104238,52,A,0,0,0
5303,56,62719,3,A,0,0,0
5304,54,111786,23,A,0,0,0
5305,45,61751,17,B,0,0,0
5306,42,106978,71,B,0,1,0
5307,33,37693,26,B,0,1,1
5308,19,109541,18,A,0,0,0
5309,35,57697,46,B,0,1,0
5310,34,114524,70,B,0,0,0
5311,47,117869,31,A,0,0,0
5312,56,49992,93,A,0,0,0
5313,30,83825,9,A,0,0,0
5314,49,29522,35,A,0,1,0
5315,46,65406,81,B,0,0,0
5316,63,32121,60,B,0,0,0
5317,47,34219,76,A,0,0,1
5318,35,21617,63,A,0,1,1
5319,30,63016,52,A,0,1,0
5320,60,70672,48,A,0,0,0
5321,38,44276,61,B,0,0,0
5322,47,119887,24,A,0,1,0
5323,38,92240,74,A,0,0,0
5324,34,75735,58,B,0,1,0
5325,57,37959,64,A,0,0,0
5326,36,48522,30,A,0,0,0
5327,32,76087,29,A,0,0,0
5328,26,29953,10,A,0,0,0
5329,27,46567,39,A,0,0,1
5330,61,80523,55,B,0,0,0
5331,48,82708,28,B,1,1,0
5332,40,42560,18,B,0,1,0
5333,47,78390,41,B,0,0,0
5334,50,88149,81,A,0,0,0
5335,26,56660,75,A,0,0,0
5336,64,65104,65,A,0,0,0
5337,18,77805,81,A,0,0,0
5338,61,44496,46,A,0,1,0
5339,52,103301,60,A,0,0,0
5340,28,111257,9,B,0,0,0
5341,51,23515,45,A,0,0,0
5342,33,24454,60,A,0,0,0
5343,26,42873,28,B,0,0,0
5344,49,93920,97,B,0,1,0
5345,32,33727,3,A,0,0,0
5346,29,89070,51,B,0,0,0
5347,50,119059,8,B,0,0,1
5348,62,117425,70,A,0,0,0
5349,31,69979,59,A,0,0,0
5350,25,45465,61,B,0,0,0
5351,25,73900,58,B,0,1,0
5352,44,79799,70,B,1,0,0
5353,29,116129,93,B,0,0,0
5354,18,41330,12,B,0,0,1
5355,60,28302,9,B,1,1,1
5356,57,98443,49,A,0,0,0
5357,59,109966,83,A,0,0,0
5358,28,92717,17,B,0,0,0
5359,56,32875,54,B,0,0,1
5360,60,47219,44,A,0,0,0
5361,48,56182,32,B,1,1,0
5362,34,100541,35,A,0,0,0
5363,50,62269,78,B,0,0,0
5364,49,99781,49,B,0,0,0
5365,46,26457,54,B,0,0,0
5366,38,26749,16,B,0,0,0
5367,38,53064,85,A,0,0,0
5368,57,29821,12,A,0,0,1
5369,40,118297,88,A,0,0,0
5370,23,98655,98,A,0,0,0
5371,39,27664,8,B,0,0,0
5372,55,49281,21,A,0,0,1
5373,54,51821,48,A,0,0,0
5374,62,44647,8,A,0,0,0
5375,25,89918,28,B,0,1,0
5376,58,101985,80,B,0,0,0
5377,52,102799,10,B,0,0,0
5378,28,110179,52,B,0,0,0
5379,41,94944,15,B,0,0,0
5380,38,109142,4,A,0,0,0
5381,19,47603,90,A,0,0,1
5382,57,66458,79,A,0,0,0
5383,36,90605,96,A,0,0,0
5384,56,39623,62,B,0,1,0
5385,45,64440,4,A,0,0,0
5386,34,102427,41,B,0,0,0
5387,23,27704,73,B,0,0,0
5388,36,113826,99,A,0,0,0
5389,55,47460,55,A,0,0,0
5390,45,103045,28,A,0,0,0
5391,19,102805,47,A,0,0,0
5392,55,93511,9,A,0,1,0
5393,54,26565,2,B,0,0,0
5394,21,108003,67,A,0,0,0
5395,39,24870,48,B,0,0,0
5396,43,38909,69,B,0,0,0
5397,60,29117,74,A,0,0,0
5398,53,87474,28,B,0,1,0
5399,30,113926,79,B,0,0,0
5400,49,64322,14,B,0,0,1
5401,34,40128,46,B,0,0,0
5402,58,117317,87,B,0,1,0
5403,53,89001,13,A,0,0,1
5404,63,20440,16,A,0,0,1
5405,36,80955,94,A,0,0,0
5406,52,69613,40,B,0,0,0
5407,63,90949,72,B,0,0,1
5408,57,31663,81,A,0,0,0
5409,45,39547,30,B,0,0,1
5410,18,101662,81,B,0,0,1
5411,59,20005,99,B,0,0,0
5412,35,27038,65,B,0,0,1
5413,57,26414,58,B,0,0,0
5414,50,107659,88,A,0,0,0
5415,29,89506,48,A,0,0,0
5416,25,96586,49,B,0,0,0
5417,41,22606,89,A,0,0,0
5418,33,36482,2,A,0,0,0
5419,21,118829,89,B,0,0,1
5420,55,91873,14,A,0,0,0
5421,61,53948,97,A,0,0,0
5422,44,109987,17,B,0,0,0
5423,26,111801,31,A,0,1,1
5424,64,111250,10,B,0,1,0
5425,33,40875,70,A,0,0,1
5426,29,33057,89,A,0,0,0
5427,48,52400,37,A,0,1,0
5428,41,91458,64,A,0,1,1
5429,31,88607,30,B,0,0,0
5430,62,107561,34,B,1,0,0
5431,42,47503,18,A,0,0,1
5432,51,43765,88,B,0,0,0
5433,20,66612,63,B,1,0,0
5434,41,118318,49,A,1,0,1
5435,59,104335,56,A,0,0,0
5436,26,113012,91,B,0,0,1
5437,43,101748,58,B,0,0,0
5438,37,29428,27,B,0,0,0
5439,57,51419,55,B,0,0,0
5440,27,85195,85,A,0,0,1
5441,36,93695,19,B,0,0,0
5442,20,109846,23,B,0,0,0
5443,41,59142,47,B,0,0,0
5444,22,91540,79,A,0,0,0
5445,20,58289,66,B,0,0,0
5446,44,96948,99,B,0,0,1
5447,33,78951,51,A,0,0,0
5448,32,31755,84,A,0,0,1
5449,52,104553,28,B,1,0,0
5450,29,23890,57,A,0,0,0
5451,58,114376,58,B,0,0,0
5452,61,37175,15,B,0,0,0
5453,43,94727,16,A,0,0,0
5454,64,85687,97,A,0,0,1
5455,51,104983,47,A,0,0,0
5456,40,108287,63,B,0,0,0
5457,48,114711,12,A,0,0,0
5458,37,44288,43,B,0,0,0
5459,29,66629,84,A,0,0,1
5460,40,67800,29,B,0,0,0
5461,21,57367,49,B,0,0,1
5462,40,97810,3,A,0,0,0
5463,18,97754,69,A,0,0,0
5464,42,109328,60,B,0,0,1
5465,19,88513,66,A,1,0,0
5466,47,102762,87,A,0,0,0
5467,20,49022,90,A,0,0,0
5468,38,89329,26,A,0,1,0
5469,42,79414,71,A,0,0,0
5470,37,21659,74,A,0,0,0
5471,39,77941,69,A,0,0,0
5472,38,57930,47,B,0,0,0
5473,50,63473,76,A,0,0,1
5474,55,75598,96,B,0,0,0
5475,32,36040,42,A,0,0,1
5476,63,89806,31,B,0,0,0
5477,32,33286,22,B,0,0,0
5478,63,89139,17,A,0,0,0
5479,42,75916,84,A,0,1,0
5480,38,37600,20,A,0,0,1
5481,41,22291,8,A,0,0,1
5482,22,33123,98,B,0,0,1
5483,23,23811,49,B,0,0,0
5484,60,98883,87,A,0,0,1
5485,61,51276,38,B,1,0,0
5486,64,74145,53,A,0,0,0
5487,40,66619,28,B,0,0,1
5488,21,101049,77,A,0,0,0
5489,44,90678,29,B,0,0,0
5490,35,108782,72,A,0,0,0
5491,38,111043,11,B,0,0,1
5492,45,46714,47,A,0,0,0
5493,52,75685,45,A,0,0,0
5494,39,32194,18,B,0,0,0
